STATE/UT,DISTRICT,Year,Murder,Rape,Kidnapping and Abduction,Dacoity,Robbery,Arson,Hurt,Prevention of atrocities (POA) Act,Protection of Civil Rights (PCR) Act,Other Crimes Against SCs,Total crimes against SCs
MADHYA PRADESH,HARDA,2004,1,3,0,0,0,0,11,0,0,9,24
MADHYA PRADESH,HOSHANGABAD,2004,0,7,0,0,0,0,28,0,0,26,61
MADHYA PRADESH,INDORE,2004,0,5,3,0,0,1,102,2,0,61,174
MADHYA PRADESH,INDORE RLY.,2004,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JABALPUR,2004,5,9,2,0,0,0,0,55,0,39,110
MADHYA PRADESH,JABALPUR RLY.,2004,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JHABUA,2004,1,0,0,0,0,0,3,0,0,2,6
MADHYA PRADESH,KATNI,2004,0,5,1,0,0,0,2,25,0,17,50
MADHYA PRADESH,KHANDWA,2004,3,0,0,0,0,0,1,1,0,79,84
MADHYA PRADESH,KHARGON,2004,2,4,0,0,0,1,63,0,0,35,105
MADHYA PRADESH,MANDLA,2004,0,1,0,0,0,0,7,0,0,5,13
MADHYA PRADESH,MANDSAUR,2004,0,3,0,0,0,0,18,0,0,115,136
MADHYA PRADESH,MORENA,2004,5,11,2,0,0,0,12,0,0,199,229
MADHYA PRADESH,NARSINGHPUR,2004,0,6,0,0,0,1,32,0,0,25,64
MADHYA PRADESH,NEEMUCH,2004,1,2,0,0,0,0,2,0,0,17,22
MADHYA PRADESH,PANNA,2004,1,8,0,0,1,1,1,27,0,43,82
MADHYA PRADESH,RAISEN,2004,0,11,0,0,0,0,39,0,0,26,76
MADHYA PRADESH,RAJGARH,2004,1,23,0,0,0,2,16,0,0,114,156
MADHYA PRADESH,RATLAM,2004,4,9,0,0,0,0,25,0,0,120,158
MADHYA PRADESH,REWA,2004,2,4,0,0,0,1,3,9,0,26,45
MADHYA PRADESH,SAGAR,2004,4,20,2,0,0,2,9,0,0,121,158
MADHYA PRADESH,SATNA,2004,0,9,2,0,2,1,35,0,0,102,151
MADHYA PRADESH,SEONI,2004,2,7,0,0,0,0,6,21,0,11,47
MADHYA PRADESH,SHAHDOL,2004,0,4,0,0,0,0,1,0,0,7,12
MADHYA PRADESH,SHAJAPUR,2004,2,17,2,0,0,1,5,1,0,169,197
MADHYA PRADESH,SHEOPUR,2004,0,4,0,0,0,0,7,50,0,38,99
MADHYA PRADESH,SHIVPURI,2004,7,16,3,3,1,3,17,0,0,98,148
MADHYA PRADESH,SIDHI,2004,1,5,3,0,0,0,2,18,0,18,47
MADHYA PRADESH,SIHORE,2004,1,12,0,0,0,0,8,1,0,60,82
MADHYA PRADESH,TIKAMGARH,2004,3,6,1,0,0,2,13,0,0,18,43
MADHYA PRADESH,UJJAIN,2004,4,17,5,0,3,3,46,0,0,428,506
MADHYA PRADESH,UMARIYA,2004,0,0,0,0,0,0,0,4,0,4,8
MADHYA PRADESH,VIDISHA,2004,5,17,0,0,0,0,28,0,0,32,82
MADHYA PRADESH,TOTAL,2004,93,335,34,3,8,26,890,357,1,2952,4699
MAHARASHTRA,AHMEDNAGAR,2004,0,1,0,0,0,0,1,2,1,8,13
MAHARASHTRA,AKOLA,2004,0,5,1,0,1,0,0,6,0,8,21
MAHARASHTRA,AMRAVATI COMMR.,2004,0,1,0,0,0,0,0,8,2,3,14
MAHARASHTRA,AMRAVATI RURAL,2004,0,2,0,0,0,0,0,10,2,6,20
MAHARASHTRA,AURANGABAD COMMR.,2004,0,0,0,0,0,0,0,0,0,1,1
MAHARASHTRA,AURANGABAD RURAL,2004,0,0,0,0,0,3,0,0,0,10,13
MAHARASHTRA,BEED,2004,0,1,0,1,1,2,1,2,2,12,22
MAHARASHTRA,BHANDARA,2004,0,2,0,0,0,0,1,6,1,11,21
MAHARASHTRA,BULDHANA,2004,1,4,0,0,0,0,2,2,0,13,22
MAHARASHTRA,CHANDRAPUR,2004,0,0,2,0,0,0,0,3,0,8,13
MAHARASHTRA,DHULE,2004,0,0,1,0,0,0,0,1,0,4,6
MAHARASHTRA,GADCHIROLI,2004,0,4,0,0,0,0,0,2,0,1,7
MAHARASHTRA,GONDIA,2004,1,4,0,0,0,0,0,1,2,10,18
MAHARASHTRA,HINGOLI,2004,0,0,0,0,0,0,1,4,0,5,10
MAHARASHTRA,JALGAON,2004,0,1,0,2,0,0,1,3,0,10,17
MAHARASHTRA,JALNA,2004,0,1,0,1,0,1,0,5,0,7,15
MAHARASHTRA,KOLHAPUR,2004,0,0,0,0,0,1,2,14,0,12,29
MAHARASHTRA,LATUR,2004,1,3,0,0,0,0,0,5,0,11,20
MAHARASHTRA,MUMBAI,2004,0,0,0,0,0,0,0,12,1,4,17
MAHARASHTRA,MUMBAI RLY.,2004,0,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,NAGPUR COMMR.,2004,1,2,0,0,0,0,0,3,1,0,7
MAHARASHTRA,NAGPUR RLY.,2004,0,0,0,0,2,0,0,0,0,0,2
MAHARASHTRA,NAGPUR RURAL,2004,1,1,0,0,0,0,0,4,4,8,18
MAHARASHTRA,NANDED,2004,1,3,0,0,1,1,5,6,2,14,33
MAHARASHTRA,NANDURBAR,2004,0,0,0,0,1,0,1,6,0,2,10
MAHARASHTRA,NASIK COMMR.,2004,0,0,0,0,0,0,0,4,0,1,5
MAHARASHTRA,NASIK RURAL,2004,0,5,1,0,0,0,1,11,1,13,32
MAHARASHTRA,NAVI MUMBAI,2004,0,1,0,0,0,0,1,6,0,3,11
MAHARASHTRA,OSMANABAD,2004,2,2,0,0,0,0,2,3,0,12,21
MAHARASHTRA,PARBHANI,2004,0,2,0,1,0,2,5,7,3,9,29
MAHARASHTRA,PUNE COMMR.,2004,0,0,0,0,0,0,1,6,1,5,13
MAHARASHTRA,PUNE RLY.,2004,0,0,0,0,0,0,0,0,0,1,1
MAHARASHTRA,PUNE RURAL,2004,0,8,0,0,0,0,2,7,0,6,23
MAHARASHTRA,RAIGAD,2004,0,0,0,0,0,0,1,4,0,8,13
MAHARASHTRA,RATNAGIRI,2004,0,0,1,0,0,0,0,2,0,0,3
MAHARASHTRA,SANGLI,2004,0,3,0,0,0,0,1,8,0,3,15
MAHARASHTRA,SATARA,2004,0,0,2,1,0,1,3,6,3,4,20
MAHARASHTRA,SINDHUDURG,2004,0,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,SOLAPUR COMMR.,2004,1,0,0,0,0,0,0,7,0,3,11
MAHARASHTRA,SOLAPUR RURAL,2004,0,1,0,0,0,0,3,5,0,12,21
MAHARASHTRA,THANE COMMR.,2004,0,2,1,0,0,0,3,10,0,4,20
MAHARASHTRA,THANE RURAL,2004,1,0,0,0,0,0,5,12,0,19,37
MAHARASHTRA,WARDHA,2004,0,0,0,0,0,0,0,1,0,2,3
MAHARASHTRA,WASHIM,2004,0,2,0,0,0,0,7,10,0,29,48
MAHARASHTRA,YAVATMAL,2004,0,2,0,0,0,0,3,5,0,10,20
MAHARASHTRA,TOTAL,2004,10,63,9,6,6,11,53,219,26,312,715
MANIPUR,BISHNUPUR,2004,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,CHANDEL,2004,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,CHURACHANDPUR,2004,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,IMPHAL(EAST),2004,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,IMPHAL(WEST),2004,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,SENAPATI,2004,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,TAMENGLONG,2004,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,THOUBAL,2004,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,UKHRUL,2004,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,TOTAL,2004,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,GARO HILLS EAST,2004,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,GARO HILLS SOUTH,2004,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,GARO HILLS WEST,2004,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,JAINTIA HILLS,2004,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,KHASI HILLS EAST,2004,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,KHASI HILLS WEST,2004,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,RI-BHOI,2004,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,TOTAL,2004,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,AIZAWL,2004,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,CHAMPHAI,2004,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,KOLASIB,2004,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,LAWNGTLAI,2004,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,LUNGLEI,2004,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,MAMIT,2004,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,SAIHA,2004,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,SERCHHIP,2004,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,TOTAL,2004,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,DIMAPUR,2004,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,KIPHIRE,2004,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,KOHIMA,2004,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,MOKOKCHUNG,2004,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,MON,2004,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,PEREN,2004,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,PHEK,2004,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,TUENSANG,2004,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,WOKHA,2004,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,ZUNHEBOTO,2004,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,TOTAL,2004,0,0,0,0,0,0,0,0,0,0,0
ODISHA,ANGUL,2004,2,3,0,0,0,1,5,12,0,7,30
ODISHA,BALASORE,2004,0,0,0,0,0,0,0,0,0,36,36
ODISHA,BARAGARH,2004,0,5,0,0,0,0,0,0,0,0,5
ODISHA,BERHAMPUR,2004,0,0,0,0,0,0,0,10,0,10,20
ODISHA,BHADRAK,2004,0,0,0,0,0,0,3,63,0,0,66
ODISHA,BOLANGIR,2004,1,3,0,0,6,3,7,0,0,9,29
ODISHA,BOUDH,2004,0,0,0,0,0,0,17,20,0,1,38
ODISHA,CUTTACK,2004,0,0,0,0,0,0,0,103,0,0,103
ODISHA,DEOGARH,2004,0,0,0,0,0,0,10,0,0,7,17
ODISHA,DHENKANAL,2004,1,2,0,0,0,2,12,45,0,28,90
ODISHA,GAJAPATI,2004,0,0,0,0,0,0,0,0,0,0,0
ODISHA,GANJAM,2004,2,1,1,0,0,2,6,45,0,33,90
ODISHA,JAGATSINGHPUR,2004,0,0,0,0,0,0,0,0,0,0,0
ODISHA,JAJPUR,2004,0,1,0,0,0,0,0,0,0,24,25
ODISHA,JHARSUGUDA,2004,0,0,0,0,0,0,0,2,0,2,4
ODISHA,KALAHANDI,2004,2,0,0,0,0,0,8,0,0,12,22
ODISHA,KANDHAMAL,2004,0,1,0,0,0,0,7,21,0,0,29
ODISHA,KENDRAPARA,2004,1,2,0,0,0,0,5,50,0,42,100
ODISHA,KEONJHAR,2004,1,1,0,0,1,1,16,0,0,0,20
ODISHA,KHURDA,2004,0,1,0,0,0,0,40,71,0,30,142
ODISHA,KORAPUT,2004,0,3,0,0,0,0,2,24,0,19,48
ODISHA,MALKANGIR,2004,0,0,1,0,0,0,1,1,0,3,6
ODISHA,MAYURBHANJ,2004,0,1,0,0,0,1,0,36,0,51,89
ODISHA,NAYAGARH,2004,0,4,0,0,0,0,27,31,0,0,62
ODISHA,NOWRANGPUR,2004,2,1,0,0,0,0,5,7,0,0,15
ODISHA,NUAPADA,2004,0,2,0,0,0,0,5,21,0,125,153
ODISHA,PURI,2004,0,4,3,0,0,0,32,0,0,35,74
ODISHA,RAYAGADA,2004,7,10,0,0,0,0,10,0,0,5,32
ODISHA,ROURKELA,2004,0,0,0,0,0,0,1,4,0,2,7
ODISHA,SAMBALPUR,2004,1,0,1,0,0,0,8,0,0,5,15
ODISHA,SONEPUR,2004,0,0,0,0,0,0,9,7,0,5,21
ODISHA,SRP(CUTTACK),2004,0,0,0,0,0,0,1,1,0,0,2
ODISHA,SRP(ROURKELA),2004,0,0,0,0,0,0,0,0,0,0,0
ODISHA,SUNDARGARH,2004,1,0,0,0,0,0,4,0,0,3,8
ODISHA,TOTAL,2004,21,45,6,0,7,10,241,574,0,494,1398
PUNJAB,AMRITSAR,2004,0,0,1,0,0,0,0,3,0,2,6
PUNJAB,BARNALA,2004,0,0,0,0,0,0,0,4,0,4,8
PUNJAB,BATALA,2004,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,BHATINDA,2004,0,1,0,0,0,0,0,8,0,3,12
PUNJAB,FARIDKOT,2004,0,0,0,0,0,0,0,4,0,2,6
PUNJAB,FATEHGARH SAHIB,2004,0,0,0,0,0,0,0,2,0,1,3
PUNJAB,FEROZPUR,2004,0,0,0,0,0,0,0,4,0,5,9
PUNJAB,G.R.P,2004,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,GURDASPUR,2004,0,3,1,0,0,0,0,2,0,1,7
PUNJAB,HOSHIARPUR,2004,0,1,0,0,0,0,2,2,0,0,5
PUNJAB,JAGRAON,2004,0,0,0,0,0,0,0,1,0,0,1
PUNJAB,JALANDHAR,2004,0,0,0,0,0,0,1,6,0,8,15
PUNJAB,KAPURTHALA,2004,0,0,0,0,0,0,0,2,0,0,2
PUNJAB,KHANNA,2004,0,0,0,0,0,0,0,3,0,1,4
PUNJAB,LUDHIANA,2004,0,0,0,0,0,0,1,4,0,5,10
PUNJAB,MAJITHA,2004,0,1,0,0,0,0,0,1,0,3,5
PUNJAB,MANSA,2004,0,0,0,0,0,0,0,2,0,0,2
PUNJAB,MOGA,2004,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,MUKTSAR,2004,0,2,0,0,0,0,2,1,0,2,7
PUNJAB,NAWAN SHAHR,2004,0,1,0,0,0,0,2,3,0,3,9
PUNJAB,PATIALA,2004,0,0,0,0,0,0,0,3,0,2,5
PUNJAB,ROPAR,2004,0,0,0,0,0,0,0,2,0,0,2
PUNJAB,SANGRUR,2004,0,0,0,0,0,0,2,4,0,4,10
PUNJAB,TARN TARAN,2004,0,0,0,0,0,0,2,0,0,4,6
PUNJAB,TOTAL,2004,0,9,2,0,0,0,12,61,0,50,134
RAJASTHAN,AJMER,2004,1,5,2,0,0,0,0,9,0,94,111
RAJASTHAN,ALWAR,2004,1,8,0,0,0,4,7,1,0,176,197
RAJASTHAN,BANSWARA,2004,0,0,0,0,0,0,5,1,0,5,11
RAJASTHAN,BARAN,2004,1,6,0,0,0,0,2,16,0,38,63
RAJASTHAN,BARMER,2004,0,2,0,0,0,0,0,53,0,71,126
RAJASTHAN,BHARATPUR,2004,3,2,0,0,0,6,8,3,0,410,432
RAJASTHAN,BHILWARA,2004,1,2,0,0,0,2,0,135,0,0,140
RAJASTHAN,BIKANER,2004,1,9,0,0,0,0,6,5,0,154,175
RAJASTHAN,BUNDI,2004,1,7,1,0,1,0,24,10,0,54,98
RAJASTHAN,CHITTORGARH,2004,1,2,3,0,0,0,0,13,0,136,155
RAJASTHAN,CHURU,2004,3,4,2,0,0,0,93,4,0,10,116
RAJASTHAN,DAUSA,2004,1,0,0,0,0,3,2,5,0,85,96
RAJASTHAN,DHOLPUR,2004,2,2,3,0,2,4,0,101,0,1,115
RAJASTHAN,DUNGARPUR,2004,0,0,0,0,0,0,0,1,0,7,8
RAJASTHAN,G.R.P.,2004,0,0,0,0,0,0,0,2,0,0,2
RAJASTHAN,GANGANAGAR,2004,3,17,4,0,0,0,44,8,0,228,304
RAJASTHAN,HANUMANGARH,2004,4,12,1,0,0,0,3,5,0,160,185
RAJASTHAN,JAIPUR,2004,2,8,5,0,0,4,5,128,0,139,291
RAJASTHAN,JAISALMER,2004,0,0,0,0,0,0,0,18,0,10,28
RAJASTHAN,JALORE,2004,2,0,0,0,0,0,0,1,0,89,92
RAJASTHAN,JHALAWAR,2004,1,3,2,0,2,1,5,1,0,92,107
RAJASTHAN,JHUNJHUNU,2004,2,3,0,0,0,1,135,2,0,18,161
RAJASTHAN,JODHPUR,2004,0,4,0,0,0,1,140,13,0,18,176
RAJASTHAN,KARAULI,2004,0,3,0,0,0,2,0,0,0,118,123
RAJASTHAN,KOTA,2004,1,11,0,0,0,0,14,3,0,75,104
RAJASTHAN,NAGAUR,2004,4,6,0,0,0,3,3,3,0,185,204
RAJASTHAN,PALI,2004,2,4,0,0,0,7,2,8,0,202,225
RAJASTHAN,RAJSAMAND,2004,0,1,0,0,0,0,16,1,0,10,28
RAJASTHAN,SAWAI MADHOPUR,2004,0,2,0,0,0,0,1,1,0,113,117
RAJASTHAN,SIKAR,2004,3,2,0,0,0,3,1,7,0,106,122
RAJASTHAN,SIROHI,2004,4,1,2,0,0,0,45,2,0,18,72
RAJASTHAN,TONK,2004,1,0,0,0,0,0,73,18,0,43,135
RAJASTHAN,UDAIPUR,2004,0,0,1,0,0,0,2,1,0,37,41
RAJASTHAN,TOTAL,2004,45,126,26,0,5,41,636,579,0,2902,4360
SIKKIM,EAST,2004,1,0,0,0,0,0,5,0,0,1,7
SIKKIM,NORTH,2004,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,SOUTH,2004,2,1,1,0,0,0,1,0,0,0,5
SIKKIM,WEST,2004,0,0,0,0,0,0,4,0,0,0,4
SIKKIM,TOTAL,2004,3,1,1,0,0,0,10,0,0,1,16
TAMIL NADU,CHENGAI,2004,2,1,0,0,0,0,2,7,0,1,13
TAMIL NADU,CHENNAI,2004,0,0,0,0,0,0,0,4,0,0,4
TAMIL NADU,CHENNAI RLY.,2004,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,COIMBATORE RURAL,2004,0,0,0,0,0,0,2,42,0,4,48
TAMIL NADU,COIMBATORE URBAN,2004,0,1,0,0,0,0,0,8,0,3,12
TAMIL NADU,CUDDALORE,2004,0,0,0,0,0,0,0,27,0,0,27
TAMIL NADU,DHARMAPURI,2004,0,0,0,0,0,0,8,13,0,5,26
TAMIL NADU,DINDIGUL,2004,0,1,0,0,0,0,1,31,0,1,34
TAMIL NADU,ERODE,2004,2,1,0,0,0,0,0,24,0,0,27
TAMIL NADU,KANCHIPURAM,2004,0,0,0,0,0,0,0,7,12,7,26
TAMIL NADU,KANYAKUMARI,2004,0,0,0,0,0,0,0,3,0,0,3
TAMIL NADU,KARUR,2004,1,0,0,0,0,0,4,0,0,0,5
TAMIL NADU,KRISHNAGIRI,2004,0,0,0,0,0,0,2,23,0,2,27
TAMIL NADU,MADURAI RURAL,2004,2,3,0,0,0,0,5,62,0,0,72
TAMIL NADU,MADURAI URBAN,2004,0,0,0,0,0,0,0,9,0,0,9
TAMIL NADU,NAGAPATTINAM,2004,2,0,1,0,0,1,6,32,0,22,64
TAMIL NADU,NAMAKKAL,2004,0,0,0,0,0,0,0,19,0,0,19
TAMIL NADU,NILGIRIS,2004,0,2,0,0,0,0,1,3,0,1,7
TAMIL NADU,PERAMBALUR,2004,1,2,0,0,0,0,0,28,0,0,31
TAMIL NADU,PUDUKOTTAI,2004,1,1,0,0,0,0,2,56,0,0,60
TAMIL NADU,RAMNATHAPURAM,2004,0,2,0,0,0,2,7,20,0,18,49
TAMIL NADU,SALEM RURAL,2004,1,0,0,0,0,0,1,27,0,0,29
TAMIL NADU,SALEM URBAN,2004,0,0,0,0,0,0,0,0,7,0,7
TAMIL NADU,SIVAGANGAI,2004,2,0,0,0,0,0,0,47,0,0,49
TAMIL NADU,THANJAVUR,2004,3,0,0,0,0,0,22,0,50,12,87
TAMIL NADU,THENI,2004,0,0,0,0,0,0,0,11,0,0,11
TAMIL NADU,THIRUNELVELI RURAL,2004,3,3,0,0,0,0,4,48,1,48,107
TAMIL NADU,THIRUNELVELI URBAN,2004,1,0,0,0,0,0,0,5,0,0,6
TAMIL NADU,THIRUVALLUR,2004,0,0,0,0,0,0,29,8,0,0,37
TAMIL NADU,THIRUVANNAMALAI,2004,1,2,0,0,0,0,34,41,0,4,82
TAMIL NADU,THIRUVARUR,2004,0,0,0,0,0,0,0,5,0,5,10
TAMIL NADU,THOOTHUGUDI,2004,0,0,0,0,0,0,0,18,0,18,36
TAMIL NADU,TRICHY RLY.,2004,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,TRICHY RURAL,2004,1,0,0,0,0,0,0,17,0,0,18
TAMIL NADU,TRICHY URBAN,2004,0,0,0,0,0,0,0,1,0,0,1
TAMIL NADU,VELLORE,2004,0,0,0,0,0,0,0,17,0,0,17
TAMIL NADU,VILLUPURAM,2004,1,2,1,0,0,0,25,5,0,32,66
TAMIL NADU,VIRUDHUNAGAR,2004,1,2,0,0,0,0,4,23,0,0,30
TAMIL NADU,TOTAL,2004,25,23,2,0,0,3,159,691,70,183,1156
TRIPURA,DHALAI,2004,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,NORTH,2004,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,SOUTH,2004,0,1,0,0,0,0,0,0,0,0,1
TRIPURA,WEST,2004,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,TOTAL,2004,0,1,0,0,0,0,0,0,0,0,1
UTTAR PRADESH,AGRA,2004,6,4,3,0,0,1,13,18,0,44,89
UTTAR PRADESH,ALIGARH,2004,8,9,6,0,0,1,3,19,7,54,107
UTTAR PRADESH,ALLAHABAD,2004,8,6,4,0,0,2,12,20,0,72,124
UTTAR PRADESH,AMBEDKAR NAGAR,2004,1,2,0,0,0,0,2,14,0,1,20
UTTAR PRADESH,AURAIYA,2004,3,0,1,0,0,1,2,0,0,10,17
UTTAR PRADESH,AZAMGARH,2004,4,5,0,0,0,3,1,0,0,21,34
UTTAR PRADESH,BADAUN,2004,14,1,0,0,0,0,0,20,0,5,40
UTTAR PRADESH,BAGHPAT,2004,1,1,0,0,0,0,0,0,0,0,2
UTTAR PRADESH,BAHRAICH,2004,3,4,0,0,0,0,0,17,0,13,37
UTTAR PRADESH,BALLIA,2004,1,3,1,1,0,2,6,6,2,14,36
UTTAR PRADESH,BALRAMPUR,2004,0,2,0,0,0,0,2,2,0,2,8
UTTAR PRADESH,BANDA,2004,6,5,0,0,2,0,10,25,0,41,89
UTTAR PRADESH,BARABANKI,2004,5,7,1,0,1,2,6,65,0,138,225
UTTAR PRADESH,BAREILLY,2004,7,6,2,1,0,0,6,32,0,6,60
UTTAR PRADESH,BASTI,2004,0,0,1,0,0,1,1,47,0,1,51
UTTAR PRADESH,BIJNOR,2004,3,2,2,0,0,0,8,0,0,13,28
UTTAR PRADESH,BULANDSHAHAR,2004,7,7,3,0,0,0,2,0,0,20,39
UTTAR PRADESH,CHANDOLI,2004,1,1,0,0,0,0,5,5,12,0,24
UTTAR PRADESH,CHITRAKOOT DHAM,2004,0,8,0,0,0,0,1,22,0,16,47
UTTAR PRADESH,DEORIA,2004,4,2,0,0,0,2,2,10,0,16,36
UTTAR PRADESH,ETAH,2004,5,4,0,0,0,0,6,2,0,14,31
UTTAR PRADESH,ETAWAH,2004,1,2,0,0,0,1,1,8,0,3,16
UTTAR PRADESH,FAIZABAD,2004,0,1,0,0,0,0,0,26,0,0,27
UTTAR PRADESH,FATEHGARH,2004,9,4,2,0,0,1,9,19,0,22,66
UTTAR PRADESH,FATEHPUR,2004,13,5,1,0,0,0,4,29,0,6,58
UTTAR PRADESH,FIROZABAD,2004,2,1,1,0,0,0,1,0,0,3,8
UTTAR PRADESH,G.R.P.,2004,0,0,0,0,0,0,0,1,0,0,1
UTTAR PRADESH,GAUTAMBUDH NAGAR,2004,3,3,2,0,0,0,2,10,0,6,26
UTTAR PRADESH,GHAZIABAD,2004,7,2,1,0,0,0,3,15,2,15,45
UTTAR PRADESH,GHAZIPUR,2004,5,2,0,0,0,0,6,24,0,42,79
UTTAR PRADESH,GONDA,2004,1,2,0,0,0,1,2,11,0,0,17
UTTAR PRADESH,GORAKHPUR,2004,4,2,0,0,1,0,1,15,0,2,25
UTTAR PRADESH,HAMIRPUR,2004,2,4,0,0,0,1,8,15,0,15,45
UTTAR PRADESH,HARDOI,2004,14,11,1,0,0,0,24,45,0,34,129
UTTAR PRADESH,HATHRAS,2004,4,5,0,0,0,0,4,1,0,9,23
UTTAR PRADESH,J.P.NAGAR,2004,1,5,1,0,0,1,1,0,0,6,15
UTTAR PRADESH,JALAUN,2004,6,0,2,0,0,0,5,46,0,31,90
UTTAR PRADESH,JAUNPUR,2004,5,6,0,0,0,0,5,1,5,6,28
UTTAR PRADESH,JHANSI,2004,9,6,1,0,0,0,2,2,0,12,32
UTTAR PRADESH,KANNAUJ,2004,1,0,0,0,0,0,2,10,0,10,23
UTTAR PRADESH,KANPUR DEHAT,2004,3,1,6,0,0,1,3,0,0,60,74
UTTAR PRADESH,KANPUR NAGAR,2004,10,8,4,0,0,0,9,55,0,20,106
UTTAR PRADESH,KAUSHAMBI,2004,7,4,0,0,0,0,3,15,0,0,29
UTTAR PRADESH,KHIRI,2004,14,7,2,0,0,3,20,37,0,28,111
UTTAR PRADESH,KUSHI NAGAR,2004,1,1,0,0,0,0,4,15,0,19,40
UTTAR PRADESH,LALITPUR,2004,0,0,0,0,0,0,0,3,0,9,12
UTTAR PRADESH,LUCKNOW,2004,11,8,6,0,0,2,11,13,0,29,80
UTTAR PRADESH,MAHARAJGANJ,2004,1,2,0,0,0,1,0,20,0,20,44
UTTAR PRADESH,MAHOBA,2004,4,1,1,0,0,0,1,12,0,1,20
UTTAR PRADESH,MAINPURI,2004,5,3,0,1,0,0,6,8,0,19,42
UTTAR PRADESH,MATHURA,2004,2,4,3,1,0,0,7,37,7,20,81
UTTAR PRADESH,MAU,2004,0,0,2,0,0,0,6,10,0,14,32
UTTAR PRADESH,MEERUT,2004,7,2,6,0,0,0,7,47,0,25,94
UTTAR PRADESH,MIRZAPUR,2004,1,0,1,0,0,0,4,12,0,12,30
UTTAR PRADESH,MORADABAD,2004,4,5,3,0,0,1,7,0,0,22,42
UTTAR PRADESH,MUZAFFARNAGAR,2004,11,5,1,0,0,0,2,0,0,7,26
UTTAR PRADESH,PILIBHIT,2004,5,3,0,0,0,1,4,26,0,13,52
UTTAR PRADESH,PRATAPGARH,2004,3,3,1,1,0,0,5,5,0,13,31
UTTAR PRADESH,RAIBAREILLY,2004,5,13,0,0,0,0,5,16,0,24,63
UTTAR PRADESH,RAMPUR,2004,1,1,0,0,0,0,0,1,0,6,9
UTTAR PRADESH,SAHARANPUR,2004,6,4,1,0,0,0,3,2,0,20,36
UTTAR PRADESH,SANT KABIRNAGAR,2004,0,1,2,0,0,0,1,22,0,22,48
UTTAR PRADESH,SHAHJAHANPUR,2004,6,5,4,0,0,1,4,1,0,22,43
UTTAR PRADESH,SHRAWASTI,2004,1,0,0,0,0,0,0,2,0,2,5
UTTAR PRADESH,SIDHARTHNAGAR,2004,0,1,2,0,0,0,0,20,0,20,43
UTTAR PRADESH,SITAPUR,2004,22,22,6,0,3,5,16,149,0,151,374
UTTAR PRADESH,SONBHADRA,2004,3,2,0,0,0,0,2,11,0,10,28
UTTAR PRADESH,ST.RAVIDASNAGAR,2004,2,0,0,0,0,0,6,13,0,5,26
UTTAR PRADESH,SULTANPUR,2004,4,3,0,0,0,2,7,45,0,20,81
