STATE/UT,DISTRICT,Year,Murder,Rape,Kidnapping Abduction,Dacoity,Robbery,Arson,Hurt,Protection of Civil Rights (PCR) Act,Prevention of atrocities (POA) Act,Other Crimes Against STs,Total crimes against STs
WEST BENGAL,BURDWAN,2006,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,COOCHBEHAR,2006,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,DAKSHIN DINAJPUR,2006,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,DARJEELING,2006,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,HOOGHLY,2006,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,HOWRAH,2006,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,HOWRAH G.R.P.,2006,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,JALPAIGURI,2006,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,KHARAGPUR G.R.P.,2006,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,KOLKATA,2006,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,MALDA,2006,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,MURSHIDABAD,2006,0,0,0,0,0,0,0,0,0,2,2
WEST BENGAL,NADIA,2006,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,PASCHIM MIDNAPUR,2006,0,0,0,0,0,0,0,0,1,1,2
WEST BENGAL,PURAB MIDNAPUR,2006,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,PURULIA,2006,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,SEALDAH G.R.P.,2006,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,SILIGURI G.R.P.,2006,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,UTTAR DINAJPUR,2006,0,0,0,0,0,0,0,0,0,1,1
A & N ISLANDS,ANDAMAN,2006,0,0,0,0,0,0,0,0,0,16,16
A & N ISLANDS,NICOBAR,2006,0,0,0,0,0,0,0,0,0,1,1
CHANDIGARH,CHANDIGARH,2006,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,D and N HAVELI,2006,0,0,0,0,0,0,0,0,0,1,1
DAMAN & DIU,DAMAN,2006,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,DIU,2006,0,0,0,0,0,0,0,0,0,0,0
DELHI,CENTRAL,2006,0,0,0,0,0,0,0,0,0,0,0
DELHI,EAST,2006,0,0,0,0,0,0,0,0,0,0,0
DELHI,GRP(RLY),2006,0,0,0,0,0,0,0,0,0,0,0
DELHI,IGI AIRPORT,2006,0,0,0,0,0,0,0,0,0,0,0
DELHI,NEW DELHI,2006,0,0,0,0,0,0,0,0,0,0,0
DELHI,NORTH,2006,0,0,0,0,0,0,0,0,0,0,0
DELHI,NORTH-EAST,2006,0,0,0,0,0,0,0,0,0,0,0
DELHI,NORTH-WEST,2006,0,0,0,0,0,0,0,0,0,0,0
DELHI,SOUTH,2006,0,0,0,0,0,0,0,0,0,0,0
DELHI,SOUTH-WEST,2006,0,0,0,0,0,0,0,0,0,0,0
DELHI,STF,2006,0,0,0,0,0,0,0,0,0,0,0
DELHI,WEST,2006,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,LAKSHADWEEP,2006,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,KARAIKAL,2006,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,PONDICHERRY,2006,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,2007,1,6,2,0,0,0,4,0,8,6,27
ANDHRA PRADESH,ANANTAPUR,2007,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,2007,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,2007,0,3,0,0,0,0,5,0,2,14,24
ANDHRA PRADESH,CYBERABAD,2007,2,1,0,0,0,0,0,1,57,3,64
ANDHRA PRADESH,EAST GODAVARI,2007,1,1,0,0,0,0,0,0,3,3,8
ANDHRA PRADESH,GUNTAKAL RLY.,2007,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,2007,1,0,0,0,0,0,4,0,6,27,38
ANDHRA PRADESH,HYDERABAD CITY,2007,0,0,0,0,0,0,0,0,0,7,7
ANDHRA PRADESH,KARIMNAGAR,2007,1,3,0,0,0,0,0,0,21,21,46
ANDHRA PRADESH,KHAMMAM,2007,0,7,4,0,0,0,6,0,9,33,59
ANDHRA PRADESH,KRISHNA,2007,0,0,0,0,0,0,1,2,3,5,11
ANDHRA PRADESH,KURNOOL,2007,0,1,0,0,0,0,3,0,8,15,27
ANDHRA PRADESH,MAHABOOBNAGAR,2007,2,4,2,0,0,0,7,0,2,19,36
ANDHRA PRADESH,MEDAK,2007,0,1,0,0,0,0,2,0,10,7,20
ANDHRA PRADESH,NALGONDA,2007,0,4,0,0,0,0,5,0,47,39,95
ANDHRA PRADESH,NELLORE,2007,0,4,0,0,0,2,7,0,47,35,95
ANDHRA PRADESH,NIZAMABAD,2007,0,0,0,0,0,0,3,0,1,6,10
ANDHRA PRADESH,PRAKASHAM,2007,0,1,0,0,0,1,5,0,14,7,28
ANDHRA PRADESH,RANGA REDDY,2007,0,2,0,0,0,0,0,0,20,0,22
ANDHRA PRADESH,SECUNDERABAD RLY.,2007,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,2007,0,0,0,0,0,0,1,0,11,0,12
ANDHRA PRADESH,VIJAYAWADA CITY,2007,0,1,2,0,0,0,19,0,1,15,38
ANDHRA PRADESH,VIJAYAWADA RLY.,2007,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHA RURAL,2007,0,0,0,0,0,0,0,0,8,0,8
ANDHRA PRADESH,VISAKHAPATNAM,2007,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,2007,0,0,0,0,0,0,0,0,2,1,3
ANDHRA PRADESH,WARANGAL,2007,3,5,0,0,0,0,15,0,19,14,56
ANDHRA PRADESH,WEST GODAVARI,2007,0,0,0,0,0,1,0,0,4,14,19
ARUNACHAL PRADESH,CHANGLANG,2007,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,DIBANG VALLEY,2007,0,0,1,0,0,0,1,0,0,0,2
ARUNACHAL PRADESH,K/KUMEY,2007,0,0,0,0,0,0,2,0,0,3,5
ARUNACHAL PRADESH,KAMENG EAST,2007,0,0,0,0,0,0,3,0,0,1,4
ARUNACHAL PRADESH,KAMENG WEST,2007,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,LOHIT,2007,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,PAPUM PARE,2007,0,1,1,0,2,0,5,0,0,2,11
ARUNACHAL PRADESH,SIANG EAST,2007,0,1,0,0,0,0,1,0,0,1,3
ARUNACHAL PRADESH,SIANG UPPER,2007,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,SIANG WEST,2007,0,0,1,0,0,0,0,0,0,0,1
ARUNACHAL PRADESH,SUBANSIRI LOWER,2007,0,0,0,0,0,0,1,0,0,1,2
ARUNACHAL PRADESH,SUBANSIRI UPPER,2007,0,0,1,0,0,0,1,0,0,2,4
ARUNACHAL PRADESH,TAWANG,2007,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,TIRAP,2007,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,BARPETA,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,BASKA,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,BONGAIGAON,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,C.I.D.,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,CACHAR,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,CHIRANG,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,DARRANG,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,DHEMAJI,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,DHUBRI,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,DIBRUGARH,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,G.R.P.,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,GOALPARA,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,GOLAGHAT,2007,2,0,2,0,0,0,3,0,0,8,15
ASSAM,GUWAHATI CITY,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,HAILAKANDI,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,JORHAT,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,KAMRUP,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,KARBI ANGLONG,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,KARIMGANJ,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,KOKRAJHAR,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,LAKHIMPUR,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,MORIGAON,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,N.C.HILLS,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,NAGAON,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,NALBARI,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,R.P.O.,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,SIBSAGAR,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,SONITPUR,2007,2,3,8,3,5,0,5,0,0,8,34
ASSAM,TINSUKIA,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,UDALGURI,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,ARARIA,2007,0,1,0,0,0,1,3,0,14,0,19
BIHAR,ARWAL,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,AURANGABAD,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,BAGAHA,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,BANKA,2007,0,0,0,0,0,0,0,0,0,2,2
BIHAR,BEGUSARAI,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,BETTIAH,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,BHABHUA,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,BHAGALPUR,2007,1,1,0,0,0,0,0,0,5,3,10
BIHAR,BHOJPUR,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,BUXAR,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,DARBHANGA,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,GAYA,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,GOPALGANJ,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,JAMALPUR RLY.,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,JAMUI,2007,0,7,0,0,1,0,4,0,1,1,14
BIHAR,JEHANABAD,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,KATIHAR,2007,0,0,0,0,0,0,4,0,4,0,8
BIHAR,KATIHAR RLY.,2007,0,0,0,0,0,0,0,0,1,0,1
BIHAR,KHAGARIA,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,KISHANGANJ,2007,0,0,0,0,0,0,0,0,2,0,2
BIHAR,LAKHISARAI,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MADHEPURA,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MADHUBANI,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MOTIHARI,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MUNGER,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR RLY.,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,NALANDA,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,NAUGACHIA,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,NAWADAH,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,PATNA,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,PATNA RLY.,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,PURNEA,2007,0,0,0,0,0,0,3,0,5,0,8
BIHAR,ROHTAS,2007,0,0,0,0,0,0,0,0,1,0,1
BIHAR,SAHARSA,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SARAN,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SHEIKHPURA,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SHEOHAR,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SITAMARHI,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SUPAUL,2007,0,0,0,0,0,0,0,0,0,0,0
BIHAR,VAISHALI,2007,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,BALRAMPUR,2007,2,15,0,1,0,2,74,0,0,33,127
CHHATTISGARH,BILASPUR,2007,0,2,0,0,0,0,6,0,0,9,17
CHHATTISGARH,BIZAPUR,2007,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,DANTEWARA,2007,0,0,0,0,0,0,0,0,0,2,2
CHHATTISGARH,DHAMTARI,2007,0,2,0,0,0,0,0,0,0,14,16
CHHATTISGARH,DURG,2007,0,4,1,0,0,0,5,0,0,10,20
CHHATTISGARH,GRP RAIPUR,2007,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,JAGDALPUR,2007,2,11,2,0,0,0,9,0,0,9,33
CHHATTISGARH,JANJGIR,2007,1,1,0,0,0,0,3,0,0,10,15
CHHATTISGARH,JASHPUR,2007,2,6,2,0,0,0,0,0,30,20,60
CHHATTISGARH,KABIRDHAM,2007,0,1,0,0,0,0,5,0,11,5,22
CHHATTISGARH,KANKER,2007,0,4,0,0,0,0,0,0,0,14,18
CHHATTISGARH,KORBA,2007,0,2,0,0,0,0,3,0,0,5,10
CHHATTISGARH,KORIYA,2007,2,5,0,0,0,0,1,0,11,3,22
CHHATTISGARH,MAHASAMUND,2007,1,3,0,0,0,0,1,0,0,6,11
CHHATTISGARH,NARAYANPUR,2007,0,1,0,0,0,0,0,0,1,0,2
CHHATTISGARH,RAIGARH,2007,0,4,0,0,0,1,0,0,17,12,34
CHHATTISGARH,RAIPUR,2007,2,7,1,0,0,0,0,0,32,21,63
CHHATTISGARH,RAJNANDGAON,2007,0,5,0,0,0,0,1,0,0,27,33
CHHATTISGARH,SARGUJA,2007,1,8,1,0,0,0,0,0,39,39,88
CHHATTISGARH,SURAJPUR,2007,0,0,0,0,0,1,1,0,2,18,22
GOA,NORTH GOA,2007,0,0,0,0,0,0,0,0,0,0,0
GOA,SOUTH GOA,2007,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,AHMEDABAD COMMR.,2007,0,0,1,0,0,0,1,0,0,0,2
GUJARAT,AHMEDABAD RURAL,2007,0,0,0,0,0,0,1,0,3,0,4
GUJARAT,AHWA-DANG,2007,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,AMRELI,2007,0,0,0,0,0,0,0,0,1,1,2
GUJARAT,ANAND,2007,0,1,0,0,0,0,1,0,0,0,2
GUJARAT,BHARUCH,2007,4,0,1,0,0,0,7,0,9,1,22
GUJARAT,BHAVNAGAR,2007,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,DAHOD,2007,0,0,0,0,0,0,0,0,0,2,2
GUJARAT,GANDHINAGAR,2007,0,2,0,0,0,0,1,0,0,1,4
GUJARAT,HIMATNAGAR,2007,1,2,0,0,0,0,0,0,0,7,10
GUJARAT,JAMNAGAR,2007,0,0,0,0,0,0,0,0,0,1,1
GUJARAT,JUNAGADH,2007,0,0,0,0,0,0,1,0,0,0,1
GUJARAT,KHEDA NORTH,2007,0,0,0,0,0,0,0,0,0,1,1
GUJARAT,KUTCH,2007,0,0,0,0,1,0,3,0,0,0,4
GUJARAT,MEHSANA,2007,0,0,0,0,0,0,0,0,0,1,1
GUJARAT,NARMADA,2007,2,0,1,0,0,0,3,0,0,4,10
GUJARAT,NAVSARI,2007,1,0,0,0,0,0,1,0,1,6,9
GUJARAT,PALANPUR,2007,0,1,0,0,1,0,2,0,16,0,20
GUJARAT,PANCHMAHAL,2007,3,0,0,0,0,0,4,0,3,0,10
GUJARAT,PATAN,2007,0,0,1,0,0,0,0,0,0,1,2
GUJARAT,PORBANDAR,2007,0,0,0,0,0,0,0,0,0,1,1
GUJARAT,RAJKOT COMMR.,2007,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,RAJKOT RURAL,2007,0,1,0,0,0,0,0,0,0,1,2
GUJARAT,SURAT COMMR.,2007,0,0,0,0,0,0,0,0,5,0,5
GUJARAT,SURAT RURAL,2007,1,0,0,0,0,0,1,0,3,8,13
GUJARAT,SURENDRANAGAR,2007,0,2,0,0,0,0,1,0,0,1,4
GUJARAT,VADODARA COMMR.,2007,0,1,2,0,0,0,1,0,1,0,5
GUJARAT,VADODARA RURAL,2007,1,1,1,0,0,0,1,0,2,6,12
GUJARAT,VALSAD,2007,0,1,0,0,0,1,0,0,0,3,5
GUJARAT,W.RLY,2007,0,0,0,0,0,0,2,0,0,0,2
HARYANA,AMBALA,2007,0,0,0,0,0,0,0,0,0,0,0
HARYANA,BHIWANI,2007,0,0,0,0,0,0,0,0,0,0,0
HARYANA,FARIDABAD,2007,0,0,0,0,0,0,0,0,0,0,0
HARYANA,FATEHABAD,2007,0,0,0,0,0,0,0,0,0,0,0
HARYANA,GRP,2007,0,0,0,0,0,0,0,0,0,0,0
HARYANA,GURGAON,2007,0,0,0,0,0,0,0,0,0,0,0
HARYANA,HISSAR,2007,0,0,0,0,0,0,0,0,0,0,0
HARYANA,JHAJJAR,2007,0,0,0,0,0,0,0,0,0,0,0
HARYANA,JIND,2007,0,0,0,0,0,0,0,0,0,0,0
HARYANA,KAITHAL,2007,0,0,0,0,0,0,0,0,0,0,0
HARYANA,KARNAL,2007,0,0,0,0,0,0,0,0,0,0,0
HARYANA,KURUKSHETRA,2007,0,0,0,0,0,0,0,0,0,0,0
HARYANA,MAHENDRAGARH,2007,0,0,0,0,0,0,0,0,0,0,0
HARYANA,MEWAT,2007,0,0,0,0,0,0,0,0,0,0,0
HARYANA,PALWAL,2007,0,0,0,0,0,0,0,0,0,0,0
HARYANA,PANCHKULA,2007,0,0,0,0,0,0,0,0,0,0,0
HARYANA,PANIPAT,2007,0,0,0,0,0,0,0,0,0,0,0
HARYANA,REWARI,2007,0,0,0,0,0,0,0,0,0,0,0
HARYANA,ROHTAK,2007,0,0,0,0,0,0,0,0,0,0,0
HARYANA,SIRSA,2007,0,0,0,0,0,0,0,0,0,0,0
HARYANA,SONIPAT,2007,0,0,0,0,0,0,0,0,0,0,0
HARYANA,YAMUNANAGAR,2007,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,BILASPUR,2007,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,CHAMBA,2007,0,0,0,0,0,0,0,0,1,0,1
HIMACHAL PRADESH,G.R.P.,2007,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,HAMIRPUR,2007,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,KANGRA,2007,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,KINNAUR,2007,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,KULLU,2007,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,LAHAUL-SPITI,2007,0,0,0,0,0,0,0,0,1,0,1
HIMACHAL PRADESH,MANDI,2007,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,SHIMLA,2007,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,SIRMAUR,2007,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,SOLAN,2007,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,UNA,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,ANANTNAG,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,AWANTIPORA,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BARAMULLA,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BORDER DISTRICT,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BUDGAM,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME JAMMU,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,DODA,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,GANDERBAL,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,HANDWARA,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,JAMMU,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KARGIL,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KATHUA,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KULGAM,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KUPWARA,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,LEH,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,POONCH,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,PULWAMA,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAILWAYS,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAJOURI,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAMBAN,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,REASI,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,SRINAGAR,2007,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,UDHAMPUR,2007,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,BOKARO,2007,0,0,0,0,0,0,0,0,0,3,3
JHARKHAND,CHAIBASA,2007,0,0,0,0,0,0,0,0,4,4,8
JHARKHAND,CHATRA,2007,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,DEOGHAR,2007,0,1,0,0,0,0,0,0,1,0,2
JHARKHAND,DHANBAD,2007,0,1,0,0,0,0,1,0,4,1,7
JHARKHAND,DHANBAD RLY.,2007,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,DUMKA,2007,0,2,0,0,0,0,7,0,17,8,34
JHARKHAND,GARHWA,2007,0,0,0,0,0,0,0,0,2,0,2
JHARKHAND,GIRIDIH,2007,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,GODDA,2007,0,0,0,0,0,0,0,0,12,0,12
JHARKHAND,GUMLA,2007,0,11,3,0,0,0,0,0,0,13,27
JHARKHAND,HAZARIBAGH,2007,0,2,0,0,0,0,26,0,0,6,34
JHARKHAND,JAMSHEDPUR,2007,0,0,0,0,0,0,0,0,8,2,10
JHARKHAND,JAMSHEDPUR RLY.,2007,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,JAMTARA,2007,0,0,0,0,0,0,0,0,2,0,2
JHARKHAND,KHUNTI,2007,16,2,3,3,0,0,4,0,0,16,44
JHARKHAND,KODERMA,2007,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,LATEHAR,2007,0,1,0,0,0,0,1,0,0,8,10
JHARKHAND,LOHARDAGGA,2007,0,0,0,0,0,0,0,0,4,0,4
JHARKHAND,PAKUR,2007,0,1,1,0,0,0,1,0,5,0,8
JHARKHAND,PALAMU,2007,0,0,0,0,0,0,0,0,0,1,1
JHARKHAND,RAMGARH,2007,0,0,0,0,0,0,0,0,0,9,9
JHARKHAND,RANCHI,2007,3,1,0,1,2,0,26,0,0,9,42
JHARKHAND,SAHEBGANJ,2007,1,0,0,0,0,0,0,0,4,4,9
JHARKHAND,SARAIKELA,2007,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,SIMDEGA,2007,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,BAGALKOT,2007,0,1,0,0,0,0,1,0,3,2,7
KARNATAKA,BANGALORE COMMR.,2007,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,BANGALORE RURAL,2007,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,BELGAUM,2007,0,1,0,0,0,0,0,0,10,0,11
KARNATAKA,BELLARY,2007,0,0,0,0,0,0,0,0,33,0,33
KARNATAKA,BIDAR,2007,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,BIJAPUR,2007,0,0,0,0,0,1,3,0,0,33,37
KARNATAKA,CHAMARAJNAGAR,2007,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,CHICKMAGALUR,2007,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,CHITRADURGA,2007,0,0,0,0,0,0,4,0,9,0,13
KARNATAKA,DAKSHIN KANNADA,2007,0,0,0,0,0,0,1,0,2,0,3
KARNATAKA,DAVANAGERE,2007,0,0,0,0,0,0,0,0,3,4,7
KARNATAKA,DHARWAD COMMR.,2007,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,DHARWAD RURAL,2007,0,0,0,0,0,0,0,0,5,0,5
KARNATAKA,GADAG,2007,0,0,0,0,0,0,0,0,1,3,4
KARNATAKA,GULBARGA,2007,0,0,0,0,0,0,0,0,0,5,5
KARNATAKA,HASSAN,2007,0,0,0,0,0,0,0,0,0,1,1
KARNATAKA,HAVERI,2007,0,0,0,0,0,0,0,0,13,0,13
KARNATAKA,K.G.F.,2007,0,0,0,0,0,0,0,0,0,13,13
KARNATAKA,KODAGU,2007,0,0,0,0,0,0,2,0,0,0,2
KARNATAKA,KOLAR,2007,1,0,0,0,0,0,0,0,0,0,1
KARNATAKA,KOPPAL,2007,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,MANDYA,2007,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,MYSORE COMMR.,2007,0,0,0,0,0,0,0,0,11,0,11
KARNATAKA,MYSORE RURAL,2007,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,RAICHUR,2007,0,1,0,0,1,0,0,0,4,0,6
KARNATAKA,RAILWAYS,2007,0,0,0,0,0,0,0,0,1,0,1
KARNATAKA,SHIMOGA,2007,0,0,0,0,0,0,2,0,0,4,6
KARNATAKA,TUMKUR,2007,0,0,0,0,0,0,0,0,4,0,4
KARNATAKA,UDUPI,2007,0,0,0,0,0,0,0,0,11,11,22
KARNATAKA,UTTAR KANNADA,2007,0,0,0,0,0,0,0,0,0,0,0
KERALA,ALAPUZHA,2007,0,0,0,0,0,0,0,0,0,0,0
KERALA,CBCID,2007,0,0,0,0,0,0,0,0,0,0,0
KERALA,ERNAKULAM COMMR.,2007,0,0,0,0,0,0,0,0,0,0,0
KERALA,ERNAKULAM RURAL,2007,0,0,0,0,0,0,0,0,0,0,0
KERALA,IDUKKI,2007,0,2,0,0,0,0,1,0,1,2,6
KERALA,KANNUR,2007,0,2,0,0,0,2,7,0,0,2,13
